text,label
edukasinya bagus tapi overclaim wkwkwkwk mau aja di bodoh in si bert,0.0
mr bert si tukang sulap sudah mengusik ketenangan para hacker asli dengan kebohongan yang disampaikannya,0.0
di browser pasti muncul dulu tuh popup buat request permission acces ke mic cam gps kalau usernya disallow tidak akan bisa dapet lokasi foto dll di video itu kenapa bisa langsung dapet foto video gps karena sebelumnya hp itu sudah di allow permission accessnya sama pemilik hp jadi tidak semudah itu ya adik adik,0.0
podcast ini sudah tertipu kalau cuma bikin website tiruan saya juga bisa piching lagian hp dia juga udh ke pairing saya laptopnya,0.0
pembodohan publik,0.0
mr bert modal tidak tahu malu aja,0.0
habis nonton pace komputer langsung kesini ternyata seorang daniel mananta kena prank,0.0
nunggu bang pace muncul,0.0
mana pace,0.0
bismillaah apakah daniel benar polos atau dah sama tahu jadi hanya sekedar konten saja wallaahu ta ala alam bissowaab,0.0
menit di dear bang daniel mananta kamu kan pinter bang mana ada sih orang scan qris pembayaran scannya lewat aplikasi camera bawaan hp terus diarahin ke link pasti kamu kalau scan qris pasti masuk ke aplikasi mobile banking scan qris masukan nominal nominal sudah diset dari kasir terus masukin pin selesai stepnya tidak kyk yang kamu lakuin gitu scan pakai kamera didirect ke link terus kamu login akun mobile banking mau aja kamu di kibul in orang kek gitu,0.0
saya tukang bangunan aja ketawa liat ini,0.0
jangan tinggalkan ilmu yang berhubungan dg ketuhanan tiada yang bisa melukai anda jika anda memohon kepada nya,0.0
kak meski saat ini jaman teknologi saya sarankan untuk mempelajari ilmu spiritual untuk menjaga diri sendiri,1.0
saya yakin pak presiden dg wapres kita memikirkannya jangan lupa pak dharma pongrekun diajak juga pak mr bert q yakin hakers indonesia bisa kompak,1.0
apakah sebaiknya kalau memakai hp menggunakan suara kita yang dibuat seperti anak kecil jangan menggunakan suara asli kita seperti suara animasi,0.0
pembodhan ini mah kasihan,0.0
ini mah phising namanya di game pb sudah dri dlu ada buat nyuri acount orang coba deh scan qris nya,0.0
ini orang emang bodoh atau sengaja menyesatkan demi viral ya saya pengusaha penyedia jasa qris dan kaget dikirim emak saya yang tidak tahu apa bilang qris dipake buat penipu gegara emak saya abis nonton ini plis lah daniel kalau bikin konten jangan menyesatkan dengan mengundang narasumber yang tidak jelas kayak gini,0.0
sesuai dengan nama channel kamu mr ribet elu me ribetkan penonton channel elu sendiri masak iye banking se mudah itu ngalor ngidul kamu bro udalah kaga use kamu urusin banking yang it nye mumpuni bro,0.0
takedown aj videonya bang skalian mrbertnya juga,0.0
hoax mahh hoax,0.0
sudah dibahas channel pace komputer mr bert ini ternyata banyak gimmick nya aja,1.0
coba pakai hp sendiri pak agak kurang yakin sudah bbrapa cenel orang mr bert selalu pakai hp miliknyaa coba pakai hp masing dong saapa tahu yang d buka d hp situ bukan web asli edukasi yang lengkap jangan spotong tkz,0.0
gua abis nonton pace komputer tidak jelas ini orang sok tahu,0.0
coba dong pakai hp yang lain atau hp yang tak ada hubungan nya degan bintang tamu bang biar terbukti,0.0
di menit excited banget tukang kibul bercerita nya,1.0
si bert ini lincah sekali bicaranya kakean cangkem sini duduk brg sama kita praktisi it biar paham beneran bos,0.0
yang percaya mr bert sama seperti anda percaya dengan dukun dukun main jurus jurus an tenaga dalem mental mental an haha mungkin maksudnya baik untuk awareness masyarakat tapi tidak segitu mudahnya untuk menembus security bank trik mr bert ini mainan anak sd daniel mananta kelihatan sangat polos sekali di sini,0.0
kaka daniel mantanta kok bsa undang ini mr bert kalau di jaman covid pasti byk yang mati gara panik khawatir cemas ketakutan krna nntn vidio mrbert yang bikin narasi ketakutan berlebihan seorng daniel mananta kok tidak bsa liat itu pakai undang lg ini orng lebih baik nontn pace komputer kaka supya waras mrbert dpat salam dri pace komputer,0.0
undang it benaran saja jangan yang bgini jadi repot,0.0
iyalah jangan di scan kalau di scan kamu ketawan bohong mr bert hahahaa kalau bikin website yang rapih mr bert,0.0
kocak cari narsum tidak nyari info dlu,0.0
hoax bisa dilaporkan dengan uu ite tentang penyebaran berita palsu stop membodohi bangsa sendiri,0.0
penipu kok di jadiin narasumber,0.0
waduh narasumbernya kok begitu,0.0
jangan percaya mr bert ges pendongen handal dia,1.0
anak it cuman tersenyum melihat dongeng nya terlalu hyperbola apalagi tentang hacker dengan cepat kloning gitu dikira otak manusia kek ai,0.0
kok bisa chanel segede gini dibodohin semudah itu sama si bert yang tidak jelas,0.0
konten pembodohan kek gini masih belom di takedown tema pembahasannya sih bagus banget tapi salah undang orang,0.0
banyak orang yang sok ikut an bikin konten podcast demi duit karena jadi artis publik figur sudah tidak laku tapi tidak bisa memfilter bintang tamu yang layak dimunculkan,0.0
kocak,0.0
seenggaknya dihapus lah biar tidak meresahkan masyarakat masak sekelas artis terkenal indonesia mendukung kayak gini,0.0
daniel mananta scanning qr code dg hp si narsum ya iyalah bisa kebaca kan itu hp nya sudah diauthorize oleh pemiliknya coba daniel scan pakai hp dia sendiri tidak bakalan bisa bank yang disebut dalam pembicaraaan ini bri karena daniel sudah indikasikan dg bro dapat menuntut dengan pencemaran nama baik karena dapat menurunkan kredibilitasnya dan tingkat kepercayaan konsumen,0.0
ngakak sih pas di jelasin sama pace komputer bravo pace komputer,0.0
bang hapus aja video ini sangat menjijikkan,0.0
skil anak warnet juga bisa wkwkwk,0.0
sudah capek jadi presenter eh percaya ma pishing anak warnet awokwokwok,0.0
sekelas daniel mananta aja di bodoh bodohi kocak,0.0
tolong la bro riset dulu orang yang mau diajak postcast kasihan orang awan yang tidak ngerti dibodoh bodohin sama informasi palsu,0.0
orang it asli kalau dengar mr bert ngomong kaya dengarin bocah warnet lagi membanggakan link phising danielmanantanetwork,0.0
penipu di undang,0.0
yang penting punya keahlian ngomong tingkat dewa asal cuap dan tidak jelaspun bikin manggut dan terpesona kesini abis liat videonya mr pace,1.0
wahh hacker abal abal malah di undang,0.0
sulap it,0.0
bang daniel sumpah ini konyol bngt bang daniel pura ajh kn sok kagett seolah woww pembhsan keranh yang ada divideo janggal dan nggx nyambung bngt soalnya apa lgi ini ranah keamanan data,0.0
report video ini karena pembodohan,0.0
yang setuju report mr bert karena pembodohan publik,0.0
daniel terlalu polos di dunia teknologi sampai kena genjutsu pembodohannya si mr bert kenapa waktu si bert ini praktekin hacking klik link tidak ada minta izin akses kamera atau microphone ya emang pakai hp dia sendiri prakteknya dan pasti sudah dikasih izin sebelumnya untuk akses kamera sama microphone wkwk kocak banget dah btw saya mobile app developer kurleb tahun ya dan jebol hp android atau iphone tidak segampang itu tergantung dari usernya kasih akses apa enggak wkwwk ngakak pembodohan g blok,0.0
awkwkwkwk di kibuli narasumber,0.0
wkwk sekelas daniel mananta ketipu sama dia pendongeng handal,0.0
ini yang di undang pelawak bukan sih,0.0
sekelas daniel masa ngundang ginian pendongeng,0.0
ini narasumber nya tidak jelas jam terbang msh rendah tapi koar kyk expert tong kosong nyaring bunyinya,0.0
lawak,0.0
ketauan tidak pernah pakai qris si daniel,0.0
this is why i hate boomers,0.0
lawakk sedungu itukah bg daniel sampai bisa di kibulin mr bert,0.0
wkwkwkwkwk tidak semudah itu perguso,0.0
waduh om haha jadi ketauan kan tidak pernah bayar pakai qris bedain qr sama qris aja tidak bisa sok sok an bahas keamanan siber serius pas lagi ngasih tutorial kru nya pada tidak ngeh saya aja ketawa liat ekspresi om daniel waktu takjub polos banget hahahah,0.0
koh mending di private aja nih videonya itu tamu undangan gangguan skizofrenia,0.0
bohong kamu bert gua mau tf kamu jt padahal tapi tidak bisa karena qris yang kamu pakai bukan qris transfer melainkan link phishing yang kamu ubah jadi qris dasar pendongeng handal pamer phising ke orang awam wkwkwk,0.0
kalau tajuknya jangan sembarangan scan kode qr sih tidak salah tapi ini pakai qris ya misleading kayaknya tempo co sudah bikin video pembuktiannya semoga mau klarifikasi dan mau ngaku kalau ini pembodohan publik,0.0
bang daniel mending hapus video ini narasumber kamu lawak plus kocak,0.0
ini orang baru ngerti it so so an tahu segalanya seolah dia yang pling hacker hati pemerintah bisa udut lohh perkataan mr brettt ini,0.0
link phising jaman warnet biling lumba lumba hayooo ngaku sapa yang dulu pakai billing warnet lumba lumba,0.0
haha bg daniel klu ngundang guest itu yang benar berkompeten lah jngn ngundang orang yang isi nya setengah gni klu di forum kita ini orang cuma pendongeng sedih sya orang kek gni di naikkan cuma orang putus asa yang prcya sama orang kek gni,0.0
harus di hapus ini vidio,0.0
dia ini penipu,0.0
kesini karena nonon pace komputer penjelasan nya jadi ngakak jga denger info lngsung disini betul juga ternyata tukang dongeng tidak masuk akal dan bukan benar orang it salam tcpip,0.0
biarkan pace komputer yang jelasin,0.0
lain kali kalau ngundang orang cek kredibilitasnya koh itu ngaco si bert,0.0
ke sini gara nonton pace komputer ternyata oh ternyata,1.0
menit ke pesing haha iyalah itu hp kamu sendiri brooo coba masuk n phising k hp bro daniel,0.0
katak bhizer versi it,0.0
tujuan kamu sudah bagus sih mr bert buat edukasi tapi jangan melebih kan dan justru membuat masyarakat takut menggunakan teknologi buat orang awam yang tidak ngerti it security pasti bakalan percaya karena mereka tidak ngerti tugas kamu kalau memang mau mengedukasi dan prihatin sama masyarakat atau pemerintah seharusnya kasih edukasi yang benar jangan mengada lain kali kalau mau demo pakai perangkat target nya langsung atau kalau mau pakai perangkat kamu jelasin dulu apa yang kamu sudah lakuin ke hp kamu sebelum lakuin demo buat masyarakat yang nonton video ini jangan gampang percaya pintar lah memilah informasi ko daniel mungkin lain kali cari narasumber yang lebih kredible banyak kok orang it security di indonesia yang lebih kredible,0.0
kesini gara pace komputer kocak,0.0
mr bert kocak dah qr code nya bukan qris tapi ngaku ngaku itu qris kode qr yang di praktekka mr bert merupakan salah satu metode phising yang sudah tidak baru lagi di dunia it jadi stop pembodohan oleh mr bert yang ngerasa paling pintar,0.0
orang ini tidak kapok padahal dulu udh prn di bully masih aja bikin onar mr dongo bert dari dulu anymous indoneisa dan pace komputer udh serang dia tidak kapok,1.0
ini orng cocoknya jadi pelawak aj,0.0
owh ini video pembodohan yang di bahas pace komputer bisa nya sih bang daniel undang hacker imitasi kelas receh minimal yang ahli dibidang nya napa bang,0.0
tanpa nonton pace komputer kalau orang yang benar it pasti ngakak liat video pembodohan ini,0.0
ada banyak ahli yang lebih kompeten di bidangnya kenapa yang diundang orang ini,0.0
saya yang kerjaanya ngurusin qris hanya bisa tertawa dang tepok jidat,0.0
pendongeng handal pace komputer sudah kangen sama dongengan kamu wkwkwk,1.0
wkwkw mr bert itu lucu saya sebagai software engineer lucu liat dia padahal website nya cuma html ko bisa orang ini di panggil ke podcase ya padahal tidak ngerti hacking itu semuanya dia bikin phinising,0.0
lawak sekelas daniel mananta bisa di bodoh in sama orang ini,0.0
tolong lah jadi host riset dulu tentang it ini pembodohan tingkat dewa apaan cuma gini doang mah zaman gua mian pb juga sudah ada,0.0
setelah nonton ini wajib nonton channel pace komputer lagi,1.0
kesini karena duluan nonton pace komputer benar lucu,1.0
pendongeng handal,1.0
he he se cemen itu daniel menerima dongen,0.0
yakin kamu bert,0.0
kasihan danil,0.0
wkwk mr bert itu bukan bypass tapi phising,0.0
keren kali sakin kerennya mau lihat dia nonaktifkan rekening jokowi mr bert,1.0
hapuslah ini video bikin orang ketakutan aja cari narasumber yang kredibel ka ka daniel jangan sampai hijrahmu menyesatkan orang,0.0
yang bkin potcast bgo yang dtg podcast juga bgo wkwk,0.0
saya main linux mulai awal backtrack rilis sampai sekarang jadi kali linux jadi agak sedikit ngerti laaah hehe yang dibahas pace komputer itu benar tapi mas bert ini juga ada baiknya karena masyarakat bisa jadi lebih waspada yang saya heran kenapa harus kek gitu cara mas bert ini untuk mengedukasi masyarakat peace mas sekalian,1.0
halu banget gila,0.0
dia bilang bypass iya benar yang di by pass daniel mananta nya silahkan bypass ssl bank deh kalau bisa wahai mr bert,0.0
di browser yang kita pakai itu sudah ada privacy policy yang dimana kita yang punya akses penuh untuk mengontrol nya contoh setiap kita buka web yang ada akses ke map browser bakal munculin prompt pertama kali buat kita menyetuji akses lokasi atau blokir kalau misal sudah pernah di setujui selama kita buka di browser tersebut dan tidak hapus segala macam permission nya ya tidak bakal minta akses lagi jadi kesimpulannya pakai hp orang dong kalau mau demo gituan wkkwkwk biar dia sendiri yang ngontrol permission apa aja yang muncul allow mic allow location allow camera dll edukasi nya sudah benar buat masyarakat agar aware terhadap apa yang kita buka di internet tapi cara menyampaikannya seolah olah apa yang sudah ada saat ini tidak secure dan segala macem kamu katanya cyber security advisor tapi malah buat orang orang jadi parno,0.0
koh daniel sebaiknya video ini diprivate segera karena sudah menjadi misinformation,0.0
pendongeng handal wkwk,1.0
sekelas daniel mananta kok bisa kecolongan gini hadeeehhhhh mending podcast cari yang sudah kredibel di dunia nyata bukan orang sok tahu dari dunia maya blunder ini mahhh,0.0
wkwkwkw udag di prediksi bakalan dapat serangan buzer padahal kamu yang ngawur kocak tolong daniel mananta kau scan qris nya lewat mana soalnya saya adalah team dari r dvl salah satu komunitas yang produknya di klaim oleh mr bert,0.0
siapa kepala it nya ngakak brutal itu pasti,0.0
coba spil qr nya paling itu qr biasa sedangkan qris itu cuma api doank,0.0
lawak banget scan qris dari camera scan qris itu harus lewat mbanking langsung,0.0
lawak banget njir qris discan pakai camera biasa,0.0
cysec bank ohhh noooo bagaimana beliau melakukannya damnnn brooo baru kali ini saya nemu phishing dengan tingkat kemiripan mulai url domain tampilannya,0.0
ko daniep harusnya bisa bedakan narasumber coba ko daniel contact dengan bennix yang langsung private videonya dengan mr beart atau liat konten di pace komputer dulu deh ko maksih ko daniel,0.0
kok channel ini bodoh sih,0.0
konten pembofohan ini bert ahahaha cek pacekomputer nil dia suka ngibul si bert ini disana di buka semua,0.0
minimal pakai ci gitu kalau tidak laravel beli domain yang benar mau nipu terlalu mudah dibongkar,0.0
ini semacem dagelan atau apa ya,0.0
poor you guys,0.0
kasihan daniel,0.0
sebagai lulusan smk tkj tertawaaaa melihattt ini hahahahahahahahahahahahhahahaha,0.0
hostnya harus liat pace komputer sih gua sirik banget iya sirik orang penyebar kebodohan gini dapet panggung dari orang orang keren,0.0
salah tamu sih ini,0.0
sejak kapan bayar qris pakai link website kocak banget dah,0.0
sekelas daniel mananta di kerjain orang ini hadeh,0.0
qris kok scan pakai kamera bawaan dan daniel percaya lagi,0.0
saya heran ma daniel koq percoyo banget semua cm cong te poo niel misal orang bikin aplikasi qris tidak aman sudah pasti banyak yang kebobolan dan qris tidak bakalan di pakai itu kalau cara berpikir sederhana nya dan pasti bank yang pny app qris sudah tw duluan leak nya ada dimana emang bank tidak pny divisi testing nya sebelum app nya di luncurkan mr bert itu omdo doang dia pikir semua orang bisa di begoin yah,0.0
saya melihat podcast ini sambil ketawa kamu terlalu polos bang daniel,0.0
bro daniel kalau scan qrish pakai kamera scanner melek bro ini scan googlemaps pakai living gopay dana dll tidak akan munculin peta kan bang,0.0
penjajahan ini namanya orang yang punya kemampuan tapi cuma maunya untungnya sendiri dan hanya mau merugikan sesama warga negara indonesia biarpun tidak sama negaranya tetap saja tidak boleh merugikan semua orang yang ada di dunia ini orang jahat tidak akan pernah selamat dunia akhirat,0.0
tidak gitu juga konsep qris ini ada miseleading itu qris discan pakai m banking tidak bakal valid selesai,0.0
tempo sudah bergerak selanjutnya pihak bank sebentar lagi mainan hekel hekelan si gendut ini akan berakhir karena sudah melakukan pembodohan publik salam pace komputer oh ya buat koh daniel semoga tidak ikut terseret karena secara tidak langsung ikut memfasilitasi pembohongan publik yang mengakibatkan kegaduhan massal terutama grup wa next time be smart cari narasumber cek dulu rekam jejaknya dan jangan iya iya az kalau cuma disuruh tekan ini tekan itu oleh narasumber tetap gunakan logika jangan kayak samuel christ yang sudah pernah belajar it juga iya iya az dibodohi si gendut,0.0
orang it tertawa melihat ini sekaliii lagi tertawa gg pace,0.0
ini masuk katagori penyebaran hoax nggak sih,0.0
saya dari awal nonton dia juga keknya ngablu eh benar dia ngablu kek bocah main sama anak lain buat jadi hekel hekelan,0.0
cocok buat temen tidur nih podcast kyk isinya dongeng sblm tidur,1.0
si mr bert ngaku security cyber advice tapi kq sedangkal ini,0.0
cyber security kacaw ini koq bisa bawa narasumber kek gini sih daniel,0.0
anak it tertawa melihat ini,0.0
tangkap nih orang pak polisi,0.0
cari nafkah melalui ngarang,0.0
jangan nyebarin hoax dan dongeng dongeng bang kasihan orang awam ngasih fhising nggak bner coba liat di chanel pace komputer kasihan sama orang orang yang nggak tahu apa apa main percaya aja,0.0
mister bert belum minum obat dia,0.0
video goblok in bocil,0.0
lain kali kalau podcast itu liat jelas dia kasi izin kamera sama mic peaa otak udang otak udang bocah smp aja masih lebih pinter dri kamu berdua,0.0
pembodohan masal,0.0
numpang ngakak,0.0
ah ajg si pengarang,0.0
komentarnya belum nyampe seribu ya,0.0
sangking handalnya dongeng saya sampai ngantuk,0.0
mr bert pendongeng handal,1.0
mr bert mr bert wkwowjwi nipu terus kerjaanmu bro wkwkwkw toh liat pace komputer mmbahas pnipuan mu sekarang ini wkwkwkkw kocak,0.0
bang daniel tolong take down videonya mr bert ini membodohi publik ini lelucon bagi anak it bang,0.0
inilah yang dinamakan matinya kepakaran,0.0
woy bert ngebodoh in daniel kamu ya,0.0
tobat lah mr bert apa mau dipolisikan pembodohan publik ini,0.0
ternyata seorang daniel aja gaptek qr,0.0
banyak kali kombur cam betol aja bg danielmananta loe sudah nyadar bahwa yang loe scan qr code not qris kok masih amaze ya ma komburan narsum,0.0
hadehhh mr bert pendongeng handal,0.0
qris ke website benar edukasi pembodohan mr bert ini ngomong aja mulut kaya lagi makan tidak sopan apa lg dongeng dari dia cocoknya mr penipu ini pas,0.0
wkwkwk membagikan kebodohan gimik penipuan,0.0
walah itu qr biasa di tempel jadi seperti qris dan tujuan dari qr nya itu ke web phising pie to bert,0.0
sang pendongeng handal,1.0
ke sini gara pace komputer lawak kali lah mr bert ini semua orng aja kau bodohin,0.0
mr bert sang pendongeng handal ygy,1.0
pace komputer,0.0
kok bisa ya ada orang sepintar ini,0.0
pernah kejadian memalukan sudah di depan kasir scan qris pakai kamera biasa tidak bisa kebayar ternyata kalau scan qris harus pakai aplikasi,0.0
data rakyat bocor dongeng sebelum tidur ft mr bert hengker paling gg di muka bumi,0.0
haii mr bert idolaku yang pendongeng,0.0
emang dongo si mr bert inil dimanapun siapapun orang yang bisa membobol data penting atau hacker tidak akan berani blak blak an di depan public semakin tinggi ilmunya maka akan semakin tersembunyi atau susah di cari ini malah terang terangan nongol wkkwkw biasanya yang modelan gini yang ilmunya baru dasar atau amatir,0.0
mendingan take down video nya,0.0
anjay phising mah mainan gua waktu sd v,0.0
konten pembodohan bantu report tidak guna konten puqimk kek gini,0.0
bang hapus aja videonya isinya hanya pembodohan cerita dongeng wkwkwk,0.0
si pendongeng handal satu aliran dengan katak buzerrr,1.0
kira siapa yang ngodingin itu web phising nya dia yah apa dia sendiri,0.0
qris nya aja tidak qris mana pakai hp nya dia sendiri bang daniel besok check dulu track record ini dia jelasin phising pakai phising,0.0
pembodohan wkwk,0.0
harusnya ada tim it biar bisa meluruskan kejanggalan si mr bert bang daniel tidak paham it jadi iya iya aja,0.0
qris ko suruh ngisi data ceritakan yang sebenarnya itu adalah metode phising alias ngising,0.0
sepolos itukah si daniel mananta liat pace komputer,0.0
bisa nya orang gini diundang ke channel daniel rusak stop pembodohan misinformation,0.0
miris,0.0
kan panik mau nyoba di iphone yang konek ke laptopnya cuma hp itu doang hp android lain juga kalau scan qr nya gagal,0.0
uda di bahas di pace komputer si bintang tamu cuma pondongeng handal,0.0
tukang dongeng ini narasumbernya sok jago padahal pakai tools orang,0.0
keisni gara daniel mananta belum berkunjung ke pace komputer bukan karena si dark system ini wkwkwwkw,0.0
hanya memikirkan naik traffic tapi merugikan banyak orang bisa bisanya channel ini memberikan informasi yang membodohi masyarakat awan yang gaptek,0.0
mr bert si pesulap,0.0
eehh sahabat pace komputer,0.0
jangan kasih panggung orang kayak mr bert,0.0
bang daniel kamu lagi discam sama nih orang,0.0
astaghfirullah daniel mananta kok bisa dibodohi sama orang tulul penyebar hoax macem mr bert itu kode qris kok di scan pakai kamera mana ada orang yang mau bayar sesuatu dpn kasir malah scan pakai kamera bukan pakai aplikasi pembayaran resmi kalau ada ya bodohnya tidak ketulungan itu orang wajar aja kalau ketipu sama link phishing yang isinya malah minta data kita gaes transaksi qris itu aman ya kalau dilakukan sesuai prosedur jangan mau dibego in sama konten tulul kayak gini,0.0
pembodohan orang kaya gini tidak usah kasih panggung sesat jangan sampai gara gara orang kaya gini banyak orang yang tidak mau pakai qris lagi banyak orang tidak mau narok uang di bank banyak orang tidak mau pakai fasilitas bank banyak orang tidak mau pakai gadget lagi tapi metode itu palsu itu hanya phishing belaka saya bukan sok tahu tapi saya sedikit ngerti oh ya satu lagi saya nemu video ini di beranda,0.0
jangan kan orang awam si daniel aja terbuai sama dongeng mr bert lagian setau saya kalau mau hack kamera mikrofone itu harus ada izin dulu baru bisa di hack,0.0
tinggal nunggu dituntut sama bank yang dibawa aja sih itu jelas mencoreng nama baik si bank,0.0
orang bodoh mana yang bayar qris pakai aplikasi scan barcode biasa,0.0
mr bert pembodohan publik,0.0
harus di takedown video ini pembodohan stop membodohi orang awam,0.0
tidak perlu di bayar buat ngatain kamu lawak mr b ngibul sana sini buat cari duit dongeng teross,0.0
ini raja ngibul,0.0
ada julukan baru tuh bert si pendongeng handal,1.0
bahaya bnget omongan nii orang hadoeeh,0.0
singgah karena pace bukan dukun aja yang harus dibasmi pendongeng it juga harus dibasmi,0.0
oalah sulapan mr bert ini toh pembodohan sekali dia pakai qc palsu,0.0
mr bert bullshit,0.0
jangan jangan cerita anak gadis muslimah itu palsu,0.0
ternyata masyarakat lebih pinter,0.0
wkwkw ini orang pendongeng pengarang tukang hayal perhatikan cara dia menyampaikan diawal bahas perempuan yang bd belm slesai eh senggol bank ehh loncat lagi ke yang lain ngomongnya ngelantur perhatiin aja videonya tukang dongeng,0.0
itulah kenapa link penipu iayak gini suka nyolong data subscribernya,0.0
kalau bayar ya pakai mbanking lah ngapain pakai website penipu,0.0
pembodohan,0.0
dude really,0.0
report,0.0
mr bert drak system kocak,0.0
saya nih hakellll,0.0
konten pembodohan,0.0
kamu kira developer qriss itu sebodoh itu heran juga manusia penipu kek kok bisa masuk podcast ginian lain kali bang kalau ngundang orang cari tahu lebih track record nya,0.0
abang nya katak bizer hahahaha,0.0
penipuan,0.0
mr b rt abang abangan yang baru belajar dasar hacking lewat github modal pintar ngibul ngebacot hyperbola maka banyak orang awam yang kegocek,0.0
hayoloh pace komputer sudah bahas lagi kibulan muu,0.0
halah pembodohan doang kamu mr bert pendongeng handal,0.0
maaf disini om daniel jadi terlihat seperti bodoh dan dibodohi entah kurang riset atau apalah sungguh disayangkan,0.0
sialan ini oarang penipu banget ini pemilik akun yt juga masi tidak tarik videonya ku report aja kali ini termaksud penyebaran informasi palsu dan kepanikkan masa,0.0
kesini gara pace komputer bukan krna si bert kocak,0.0
njir udh sampai sini nipunya,0.0
mending kamu ganti pin dan kata sandi bank kamu yang buat login bang kamu sudah kena phishing anak sd juga bisa bang malah lebih jago dari dia coba kamu scan itu barkode di hp kamu dan liat link itu,0.0
jangan percaya dlu sudah di buktikan oleh pace komputer mr bert lagi dongeng pembodohan dia,0.0
ti hati bro,0.0
haha gua heran bisa jadi narsum liat pace komputer deh biar di jelasin,0.0
banyak banget micin penyedap di video ini wkwk,0.0
ini ya pendongeng yang lagi viral,0.0
katak bhizernya it,0.0
wkwkwkkwkwkkw ini orang cacing berlagak naga jaman telkomnet instan udh banyak yang tahu phising elu pamer phising di kepada orang awam wow keren sekali anda wkwkwkwkwk kamu sama aja membodohi dan membohongi orang yang awam ttg ini kasihan yang punya chanel dibego in kalau saya dibego in pasti marah lah tidak tahu nih yang punya chanel marah apa enggak tolong yang punya chanel sesekali untuk baca komentar lah jangan cuma pengen adsense aja paling enggak respon lah video ini udh minggu dan ini jelas video pembodohan tapi masih tetap ada nanti kalau akun youtube nya di hack langsung pusing tolong di private aja lah video tidak bermutu pembodohan dan anda terkagum padahal udh jelas anda dibodoh i tapi anda merasa senang wkwkkwkkwkwkwwkw,0.0
daniel mananta anda tidak berhikmat dng video ini anda tidak akn bisa patuh kepada dua tuan kepada allah dan kepada mamon apa yang di katakan mr bert itu bhong semua anda jadi fasilitas kebohongan,0.0
mr bert pembodoh yang sangat konyol salam waras dari pace komputer,0.0
scammer kok diundang bang,0.0
pantes bank yang dihubungi tidak gubris orang bahan yang dibawa web phising,0.0
kecewa banget saya sama bg daniel yang saya anggap cerdas ternyata mau aja dibodohin ayo donk pekerja it di bank di manapun buat laporan dan tuntut si gendut ini karena udh buat kehebohan,0.0
host ny kocak wkwkwk,0.0
minimal cari tahu dl soal hacking bang biar tidak nelen mentah dari orang bodoh,0.0
bang login bank kena phising dong sama link yang dia buat,0.0
itu phising tidak sih yakin tidak akan lapor polisi,0.0
gile nih orang dongeng dimana,0.0
si namsun bertin lagi,0.0
noob kata si pace,0.0
bicara nya terlalu jauh,0.0
wah mr bert sudah masuk ke berita di tempo nich di cek fakta siap mr bert karena cara penyampaian dan kesimpulannya keliru serta mengarahkan ke tafsir yang salah bang daniel and team tolong xchek juga yak takutnya masyarakat awam kagak paham,0.0
saya ketawa nii sama mr bert apa apa an kau ini konyol,0.0
kalau metode kamu cuman phising ya mau bank pemerintah mau bank swasta ya sama aja mr bert mr bert wkkwkwk ujungnya ya di direct ke web resmi bank yang tahu sejarah mr bert dan pace berapa thn lalu ketawa liat ini,0.0
mr birt ini sebetulnya bukan lagi ngasih pendiidkan tapi lebih kayak lagi main sulap tapi pakai alatnya sendiri kasihan ibu ibu yng nonton sudah parno sama qris,0.0
are you joking,0.0
siapa aja pasti bisa kalau cuma main link phising,0.0
ini katak bizer versi it pendongeng handal,1.0
tolong jangan sok pintar pak dengan membodohi orang yang awam wkwkwk,0.0
kasihan bank yang dijadiin bahan,0.0
maaf bro nil kesini cuma gara pace computer,0.0
pembodohan ini narsumnya suka ngibul dan sudah dibahas di youtube pace komputer,0.0
lah di goblokin aja mau,0.0
jangan percaya dulu bang semua sudah dibongkar sama channel pace komputer,0.0
kesini karena pencerahan pace komputer,0.0
saya si senyum senyum aja liat dia dongeng ini itu,0.0
itu bukan qris tapi qr code makanya loe scan pakai kamera bukan dari aplikasi perbankan ini orang ngaku ahli it tapi membodohi orang lain dunia it itu mainan tingkat pemula seorang script kiddie,0.0
mending hapus aja video ini bikin malu kalau di tonton anak it pakai hp jadul juga ketauan kalau link yang di klik phising,0.0
kak daniel tolong dong spil kasus penipuan tentang tiktokshop australia karena saya sudah kena dan banyak uang sudah habis,0.0
bejirr phising bocil warnet ini mah inilah yang terjadi saat orang gaptek ketemu bocil penipu,0.0
lah ini ngapain koh daniel ngundang bocil penipu dah ada ada aja,0.0
saya dari pace,0.0
hapus om asal njeplak ini orang,0.0
mr bert itu penipu pembodohan publik,0.0
hahahaha yaa elaaah kirain qris nya langsung scan dari aplikasi m banking atau aplikasi gojek gtu ini mah dari kamera hp yang menghasilkan alternatif redirect link,0.0
this is hoax semua yang di bicarakan di video itu terutama teknik peretasan data yang dilakukan bukan lah hal yang baru dan bahkan itu merupakan teknik jadul yang sudah ada sejak tahun lalu nama tekniknya phising sesuai namanya yaitu memancing jadi korban diarahkan ke situs palsu yang sudah disiapkan untuk mencuri data data yang ada masalahnya adalah situs yang dibuat ini akan dibuat semirip mungkin dengan situs aslinya dan membuat orang orang awam akan mudah terjebak untuk masuk ke situs itu jadi sebenernya ini teknik hacking yang biasa biasa aja dan tidak perlu dibesar besarkan lagipula coba pikir pakai logika masa iya situs perbankan yang nyimpen duit jutaan orang mudah di jebol dengan cara seperti itu kan tidak mungkin,0.0
